YEAR,MONTH,AREA,NEGEAR,GEARNM,COMNAME,LENANML,NUMLEN,NUMLEN
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,2,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,
2010,10,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,35,1,
2011,01,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,34,1,
2011,01,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,29,1,
2011,01,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,46,1,
2011,02,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,1,
2011,02,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,27,1,
2011,02,515,057,"TRAWL,OTTER,BOTTOM,HADDOCK SEPARATOR",LUMPFISH,35,1,
2011,02,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,34,1,
2011,02,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,
2011,02,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,
2011,02,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,32,2,
2011,06,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,1,
2011,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2011,08,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,33,1,
2012,05,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,18,1,
2012,06,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,
2012,10,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,49,1,
2014,03,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,16,1,
2014,03,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,1,
2014,05,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,1,
2014,05,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2014,05,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,
2014,08,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,
2014,09,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,
2014,10,513,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES",LUMPFISH,37,1,
2015,09,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,
2016,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,1,
2016,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,35,1,
2016,08,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,
2017,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,16,1,
2017,07,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,15,1,
2017,07,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2017,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,16,1,
2017,08,512,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,23,1,
2017,09,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,17,1,
2017,09,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,
2017,09,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,
2017,09,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,
2017,12,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,
2017,12,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,2,
2017,12,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,31,1,
2019,12,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,34,1,
2020,10,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,
2020,10,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,
2020,10,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,35,1,
2020,10,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,40,1,
2020,11,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,20,1,
2020,11,521,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,33,1,
2021,05,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,58,1,
2021,06,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,
2021,06,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,
2021,06,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,1,
2021,06,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,
2021,06,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,24,2,
2021,06,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,1,
2021,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,17,1,
2021,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,19,1,
2021,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,21,1,
2021,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,22,1,
2021,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,25,1,
2021,07,513,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,32,1,
2021,08,515,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,16,1,
2021,08,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,17,1,
2022,03,514,050,"TRAWL,OTTER,BOTTOM,FISH",LUMPFISH,26,1,
